Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/6/2016,8.0,The Principal London, Australia , 1st room too noisy opposite 2 pubs 2nd room plumbing problem no refrigerator 3rd room wifi signal too weak in room no refrigerator ,25,3150, location convenient on airport tube line bed and pillows comfy ,12,9,6.3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ']",454 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/4/2016,8.0,The Principal London, United Kingdom , The rooms on the 5th floor are very small and unless your 5ft 9 you ll have to squat to get underneath the shower head ,27,3150, Great location and reception area,6,7,7.5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",456 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/4/2016,8.0,The Principal London, United States of America , Small small room First room air did not work However they did change our room the next day,19,3150, The staff especially Bernard at the concierge The hotel is old and GORGEOUS ,15,17,8.8,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",456 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/3/2016,8.0,The Principal London, United Kingdom , Happy with everything,4,3150, The staff went out of their way to accommodate us during a difficult period of health which without our anniversary break would not have been able to go ahead And the little anniversary suprise made it even more special,40,1,10.0,"[' Leisure trip ', ' Couple ', ' Treat your Partner Package Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",457 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/3/2016,8.0,The Principal London, United Kingdom , More shelf room needed in the bathroom was my only critism ,13,3150, Lovely comfy sleep Staff brilliant and more than helpful Beautiful bar Stunning building and interesting Titanic connection Very reasonably priced meals ,23,2,9.2,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",457 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/3/2016,8.0,The Principal London, United Kingdom , Room sheets could ve been cleaner ,8,3150, Service was excellent from the start great location and central to everything The underground is around the corner Breakfast was good with a variety to choose from comfortable beds and nice view from room ,36,1,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",457 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/3/2016,8.0,The Principal London, United Kingdom , Nothing ,3,3150, Continental breakfast was fantastic And the staff went out of their way to make our stay comfortable and problem free Train station was round the corner and a small shopping centre too Me and my new fianc e had an amazing stay and we will go back ,49,1,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",457 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/3/2016,8.0,The Principal London, United Kingdom , Building work during the day but this can t be helped ,13,3150, Cafe in Russell Square park just over the road serving breakfast at a fraction of the price and in a nice setting ,24,2,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",457 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/3/2016,8.0,The Principal London, United Kingdom , 2nd floor noise from street level but I can deal with that Bed is uncomfortable Old spring Not a good night sleep as a result Shower pressure was not great Overall the particular room we had could be the exception ,42,3150, Needs updating but quirky Room was decent size The bar was alright cosy and we didn t have any problems getting seats ,24,6,5.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",457 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/3/2016,8.0,The Principal London, United Kingdom , there was nothing i did not like,8,3150, I was really impressed with my room it was light and airy I felt welcomed at all times i loved being able to curl up in the bar with a book I felt very comfortable and safe as a sinlge woman ,43,1,10.0,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",457 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/1/2016,8.0,The Principal London, United Kingdom , Drilling started VERY early in the daytime for the ongoing refurbishment,12,3150, All staff were extremely polite friendly and welcoming Russell Square Underground station just around the corner Pleasant park with fountain and cafe right across the road ,28,5,10.0,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",459 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/1/2016,8.0,The Principal London, United Kingdom , I was advised that the restaurant was closed on Sundays which was a pity as the friend I was meeting and I would have liked to eat there The only thing missing was a bathrobe I d have enjoyed a bathrobe subsequent hotels during my trip all had them but the hotels themselves weren t as good ,59,3150, I booked a room only deal so didn t use the restaurant for breakfast However otherwise I loved my room it was clean comfortable and atmospheric The staff were polite and helpful Altogether a lovely old hotel Please keep it that way ,44,3,9.2,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",459 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,5/1/2016,8.0,The Principal London, Belgium , How to get cold water in the bathroom is and remains a mystery Breakfast variety of fruits and kinds of breads is limited ,25,3150, Room and bathroom very nice and decent size,9,9,9.2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",459 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,4/30/2016,8.0,The Principal London, United States of America , Horrible mattresses sprung chairs pathetic bathroom supplies staff were grumpy and poorly trained Interiors are depressing ,18,3150, Good location w tube busses and British museum Concierge staff were excellent ,14,17,5.8,"[' Leisure trip ', ' Family with older children ', ' Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",460 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,4/26/2016,8.0,The Principal London, Portugal , The value rating vs money that you get cannot be acceptable for a 4star hotel We were given a room for a single that the adjective tiny does not represent how small it was transformed to get a couple In a 4 star hotel that is far from acceptable After complaining twice since the first time they got us another tiny room we finally got the expected room The images of the hotel s rooms are far from being the real deal A disappointing experience ,87,3150, The location,3,5,5.4,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",464 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,4/25/2016,8.0,The Principal London, United States of America , Never got washcloths ,5,3150, Proximity to the tube Beautiful exterior and architecture Very friendly staff Nice big bathroom in our room Good neighborhood for dining ,23,1,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",465 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,4/24/2016,8.0,The Principal London, United States of America , 2nd bed in our double accommodation was a sleeper sofa and the mattress was sheer torture ,18,3150, Breakfast was fab Bernard concierge took very good care of us ,13,1,8.3,"[' Leisure trip ', ' Family with older children ', ' Superior Double Room with Two Double Beds ', ' Stayed 4 nights ']",466 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,4/24/2016,8.0,The Principal London, United States of America ,No Negative,0,3150, The staff are very pleasant and accommodating and the location is great overlooking the Square It has a wonderful old time feel without being antiquated ,27,11,8.8,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']",466 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,4/24/2016,8.0,The Principal London, United States of America , Check in was terrible we arrived about 6 pm and it took us 2 5 hours to get the room ,22,3150, It s very beautiful building Location is also not bad Stuff was trying their best but the check in was so badly organized that it s hard to get reed of the biter taste ,36,19,6.7,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",466 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,4/23/2016,8.0,The Principal London, Austria , Quite some noise came from machinery in the courtyard through closed windows even at night ,17,3150, The Building is appropriately glamorous for a hotel in London s centre The staff was very nice and helpful The breakfast was delicious and offered the whole variety of a full monty ,34,5,8.3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",467 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,4/21/2016,8.0,The Principal London, United States of America ,No Negative,0,3150, Breakfast was excellent location perfect to get anywhere in London Beds were a little hard as were the pillows and the towel rack was very difficult to put towel back as I am short and it was tucked up in bathroom niche,43,1,9.6,"[' Leisure trip ', ' Family with older children ', ' Superior Double Room with Two Double Beds ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",469 day,51.5226217,-0.1251602
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/3/2017,8.4,Park Plaza County Hall London, United Kingdom , Extra bed was the worst breakfast queue was really terrible It s easy to tell people to come at a specific time though you have to arrange it somehow Parking is far away and hard to come back because of road diversions ,44,6117, Just the location and view,6,1,5.0,"[' Leisure trip ', ' Family with young children ', ' Executive Studio with London Eye View ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",0 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/3/2017,8.4,Park Plaza County Hall London, Australia ,No Negative,0,6117, Around the corner from the London eye and used it for a Trafalgar trip as the pickup for our tour was around the corner Walked down to the Borough market and took a river cruise to Greenwich Plent of eating spots close by as well Over the bridge was Westminster Abbey Parliament House and Big Ben and walked to Trafalgar Square as well also a laundry available which is very helpful ,73,7,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/2/2017,8.4,Park Plaza County Hall London, United Kingdom , I wish you had wheat free snacks,8,6117, You re always my hotel of choice You re staff are incredible and recently you ve been giving me wonderful upgrades I always recommend you and when work ask me if I have a preference of accommodation you re my first pick I ve been staying with you for years so thank you,54,1,9.6,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/2/2017,8.4,Park Plaza County Hall London, United Kingdom , Bit of a wait for a table at breakfast ,11,6117, The staff were all excellent The reception staff especially they went out of their way to make the kids feel welcome ,23,1,10.0,"[' Family with young children ', ' Studio Double Family ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/2/2017,8.4,Park Plaza County Hall London, Hong Kong , Housekeeping would bang on your door to wake you up at 830am This is your alarm Very frustrated They will continue banging till you wake up until you told them not to clean up your room in such a morning hours Terrible If we need clean up we would put the paper sign out to make up room No respect on guests Don t expect this Housekeeping will refill your bath gel they only keep those bottles which you don t want to use keep on giving you the same unwanted bottles say conditioner They won t give you slippers cotton pads tho they keep it in their trolley They won t refill your tea sugar when u finished your stay was more than 6 days Doubt they changed your bedsheets too in such a long week ,139,6117,No Positive,0,12,4.6,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/2/2017,8.4,Park Plaza County Hall London, Chile ,No Negative,0,6117, The location It was so close to the london eye and the rest of the popular attractions that it was easy for my wife to go with the kids while I attendend a course at the hotel The rooms were comfortable and fair enough space ,47,4,10.0,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 12 nights ']",1 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/2/2017,8.4,Park Plaza County Hall London, United Kingdom , Breakfast was an absolute disaster 20 minute wait for a table que to get brerakfast and then a que to get toast by which time your breakfast was cold If you got the toast first and qued for breakfast you toast would have been cold No tea or coffee offered for 30 mibns,54,6117, Room was very well appointed and facilities were good,10,1,9.2,"[' Leisure trip ', ' Family with young children ', ' Executive Studio with London Eye View ', ' Stayed 1 night ']",1 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/2/2017,8.4,Park Plaza County Hall London, Malta , Large queues for breakfast Room was very crammed booked a room for 2 adults and 2 children no space to go in with a pushchair Not enough lifts to cater for guests at times it took us 10 minutes to go down to the lobby restaurant ,48,6117, Staff was very helpful Restaurant offered great food Excellent location walking distance to Waterloo station and several landmarks ,20,1,6.7,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 7 nights ']",1 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/2/2017,8.4,Park Plaza County Hall London, Norway ,No Negative,0,6117, Were staying in london for just one night and the location was perfect we paid around 200 for one night for a family suite and it was very well worth the money ,34,10,10.0,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 1 night ']",1 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/2/2017,8.4,Park Plaza County Hall London, China , The room was spacious enough for a family because there is a sleeping sofa but when the sleeping sofa is unfolded the room door is blocked very small opening to enter the room,34,6117, Location,2,6,8.3,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/31/2017,8.4,Park Plaza County Hall London, Singapore ,No Negative,0,6117, Location was great easy walk to London eye and Big Ben as well as many other attractions in this area hotel staff were great very helpful breakfast buffet was very good food was very fresh and well presented and although very busy staff were very efficient to make sure every one was well looked after ,57,6,10.0,"[' Leisure trip ', ' Family with young children ', ' Executive Studio with London Eye View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/29/2017,8.4,Park Plaza County Hall London, Hong Kong , Housekeeping is not attentive not caring at all Once when I returned to my room at night there is not even a piece of towels in the toilet Also they won t give you enough set of towels Even if they give you they just left a pile for you to sort They never refill your toiletries needs u have to ask specifically everyday The most essential things when you finished they won t refill it for you But only replenish those you already left in full bottles but with even more that is not what you need E g I have 4 full bottles of conditioners 3 full bottles of shampoo but none for bath gel body cream They don t provide you with basic needs like slippers Cotton pads wools Q tips But we saw it in their trolley Not even refill teabags milk sugar Rooms are considered not clean to normal hotel standard ,158,6117,No Positive,0,12,4.6,"[' Leisure trip ', ' Family with young children ', ' Studio Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/26/2017,8.4,Park Plaza County Hall London, United Kingdom , expensive breakfast especially when you only want a coffee and croissant We went to Starbucks around the corner for this ,22,6117, location to city attractions The room was comfortable and quiet Bathroom was clean and the hot water in the shower was plentiful ,24,4,7.1,"[' Leisure trip ', ' Group ', ' Studio Double Family ', ' Stayed 2 nights ']",8 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/25/2017,8.4,Park Plaza County Hall London, Malaysia , the traffic near the hotel was madness but that was likely due to the construction going on nearby once that is off the traffic will be better ,29,6117, the location is the perks here it is walking distance to the london eye and everything near it it is also about a 10 minute walk away from the nearest tube station there are many little cafes nearby so overall it is really convenient ,46,6,9.2,"[' Leisure trip ', ' Family with young children ', ' Junior Suite 3 Adults ', ' Stayed 2 nights ']",9 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/24/2017,8.4,Park Plaza County Hall London, Turkey ,No Negative,0,6117, It was a great stay for me and my family everybody in the hotel was so helpful especially COURTNEY at the reception desk Everything in the hotel was excellent including breakfast When we go to London again we will definitely stay in this hotel ,46,11,10.0,"[' Family with young children ', ' Executive Studio with London Eye View ', ' Stayed 1 night ']",10 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/22/2017,8.4,Park Plaza County Hall London, Hong Kong ,No Negative,0,6117, Convenience location 10 mins walk to Waterloo tube station 3 mins to London eye Suggest to choose a room with outside view finally paid 20 per night to upgrade ,31,7,10.0,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",12 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/21/2017,8.4,Park Plaza County Hall London, United Kingdom ,No Negative,0,6117, LOCATION perfect STAFF we went into the wrong hotel initially thinking that the Park Plaza Building at the westminster bridge is the same as the county hall hotel It wasn t The staff at the Park Plaza Westminster hotel were all very warm and welcoming Their hospitality felt genuine right from the guy who greeted us at the main entrance all the way up to the lady at the reception who gave us directions going to the Park Plaza county hall hotel which was the adjacent building at the back They were all smiley and happy to assist us On the other hand the staff at the county hotel were polite and did their job alright The lady at the reception gave us a voucher for two complimentary drinks at the bar while we waited and they checked if the room was the ready It was a quick 10min wait which was fine No greeting nor smile at all from the bartender and the waiter at the Spectrum Bar It was 1500H and the bar was definitely not busy The difference between our experience between the staff from both Park Plaza Hotels was just really evident that I had to put it here ROOM SUPERIOR Room We stayed for our anniversary We got a complimentary full bottle of wine greeting card and they decorated our room with petals and swan folded towels We were also assigned to a corner room with a view of the big ben and london eye which was very beautiful at night The TV monitor in the room serves like a multimedia browser where you can view your current room bill do self check out watch youtube videos listen to the radio etc The bedroom and bath were just the right size It was not small but not too big as well We didn t have a lot of luggage with us so it was just right Mini bar was stocked with the basics We liked that there were extra pillows for us to use Bed was comfortable to sleep on but was really really squeaky and we re not big people at all if you know what i mean BREAKFAST good old continental and english breakfast ,373,6,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",13 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/21/2017,8.4,Park Plaza County Hall London, United Kingdom , Air con control in room did not work properly had to ask reception to turn it off as it was freezing despite turning it to 5 degrees Room very small for a 4 night stay Dispute at check out regarding bar bill all drinks paid for as taken but still had some charged to room ,57,6117,No Positive,0,2,7.1,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 4 nights ']",13 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/21/2017,8.4,Park Plaza County Hall London, United States of America , Slow elevators lots of wait time Breakfast downstairs not the same as Mezzanine and not as good ,19,6117, Great staff comfortable quiet rooms Breakfast upstairs was good ,11,2,8.8,"[' Leisure trip ', ' Family with young children ', ' Executive Studio with London Eye View ', ' Stayed 3 nights ']",13 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/20/2017,8.4,Park Plaza County Hall London, United States of America , Two large bath towels No hand towels or washcloths Sink in bathroom about a foot lower than normal No tub no lip on shower area a wet room with water everytwhere No window to outside Electric went out at 1 30 am no air to our room temperature got to be extremely warm well over 90 degrees Interior room so it was pitch black Up all night staff very unpleasant and not accommodating No announcements or explanations made regarding blackout Very scary to be in a high rise in a city that s had terrorist attacks high rise fires and have a full power outage with no announcements No assistance or emergency lighting provided Manager would not refund night We left before stay was over The night manager was horrible ,132,6117, We had a horrible stay Nothing other than location satisfied ,12,4,5.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",14 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/20/2017,8.4,Park Plaza County Hall London, United Kingdom , The room was very much smaller than I anticipated It must have been smaller than it should have been because the receptionist informed me that it was very small as I checked in I had expected to have a small living area and that was why I booked this particular hotel as I did not want a traditional hotel room I did not get that ,67,6117,No Positive,0,2,8.3,"[' Business trip ', ' Solo traveler ', ' Superior Double Room with London Eye View ', ' Stayed 3 nights ']",14 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/20/2017,8.4,Park Plaza County Hall London, Australia , We had a leaky kettle they were light on with milk coffee in the room,16,6117, I liked that there were crockery cutlery a microwave in the room,13,3,7.5,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",14 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/19/2017,8.4,Park Plaza County Hall London, Singapore , Apparently the hotel guests before us had replaced 2 of the minibar drinks with their own and as a result we were charged for the 2 drinks Not many cafes and food option nearby,35,6117, The location is fantastic about 10 minutes walk to the Waterloo Station and London Eye The Studio Double room is made up of 2 smaller rooms interconnected by a mini kitchenette There are kitchenware and microwave for use One room consist of a queen size bed and a sofa bed in the other Suitable for family of 4 There is a public laundry room for those who would like their laundry to be done ,76,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",15 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/18/2017,8.4,Park Plaza County Hall London, United States of America , Leaking shower Electricity went out one night but we were compensated Temperature in room hard to regulate ,19,6117, Plenty of room in the studio double Comfy bed Great location to Westminster sights and right off the Waterloo tube stop ,23,3,7.9,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ']",16 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/18/2017,8.4,Park Plaza County Hall London, United Kingdom , Long delay to get into room even though I arrived after check in time Room was dirty London eye view wasn t proper as blocked by other hotel shouldn t have to pay for the poor view,38,6117, Nice breakfast and dinner avaliable,6,1,5.8,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room with London Eye View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",16 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/18/2017,8.4,Park Plaza County Hall London, United Kingdom , Very poor room cleanliness very disorganised housekeeping no towels in room on second day had to ask twice to get it resolved,23,6117, Friendly staff good location,5,1,5.4,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",16 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/18/2017,8.4,Park Plaza County Hall London, United States of America , The bathroom needs update the layout is awkward and the faucet is old Also the bathtub door is half way there is no way to avoid water on the floor while taking a shower Secondly the beds are not comfortable enough The hotel can do a little bit considering the rate charged on each room Lastly the air freshener used by housekeeping after daily cleaning smells terrible please change it ,72,6117, The hotel location is great It is a walking distance to London eye westiminster bridge parliament square Westminster Abbey Buckingham palace and many more The staffs are great and very responsive to request ,35,1,7.1,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",16 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/17/2017,8.4,Park Plaza County Hall London, South Africa , As a family of 4 with two young teenagers the room was a bit tight ,17,6117, It was close to London Eye and some other attractions as well as Waterloo station Room was clean and concierge Ceasar was extremely helpful Breakfast was good ,29,1,7.5,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 4 nights ']",17 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/17/2017,8.4,Park Plaza County Hall London, Australia , Bath was too high to step into safely Glass screen was loose unsecured Not enough tea bags milk sugar When we phoned for more tea bags a handful of everything else other than tea bags was given to us ,41,6117, Breakfast was excellent Gym was handy ,8,4,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 6 nights ']",17 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/17/2017,8.4,Park Plaza County Hall London, South Africa , The sleeper couch which acts as the second bed was uncomfortable and not practical when open as it was in the way of the door ,27,6117, Location is great close to the underground and over ground stations Close to super attractions ,17,30,8.3,"[' Leisure trip ', ' Group ', ' Executive Studio with London Eye View ', ' Stayed 2 nights ']",17 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/16/2017,8.4,Park Plaza County Hall London, Switzerland , Was Not that Clean lot of Things like cushion Cover forgotten happened but staff was Friendly ans fast Breakfast queue,21,6117, Close to eye and park good f r kids Bit staff is very Friendly and helpfull ,18,10,5.0,"[' Leisure trip ', ' Family with young children ', ' Executive Studio City View Family ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",18 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/16/2017,8.4,Park Plaza County Hall London, United Kingdom ,No Negative,0,6117, Staff extremely helpful and friendly Room upgrade on arrival free of charge to a penthouse suite Fantastic for us as was our first time away just the two of us in 3 years 2 min walk from Waterloo station,40,1,10.0,"[' Leisure trip ', ' Couple ', ' Executive Studio with London Eye View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",18 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/16/2017,8.4,Park Plaza County Hall London, Hong Kong , Was indicated that room family friendly Room was 1 queen and 1 sofa Didn t realise second bed was a sofa bed Sofa not comfortable at all for 2 children 11 plus sleeping together Asked staff if a better bed room was possible which was not Offered to try make sofa bed more comfortable but nothing was done ,60,6117, Location was good room size ok Bathroom size ok,10,1,7.1,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",18 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/16/2017,8.4,Park Plaza County Hall London, Australia , Seemed slightly shambolic I checked in around 7pm and yet I was told I wouldn t have towels until an hour later although when I actually went to the room the towels were there but the bathroom just seemed a little ehhh I kept finding stray hairs around the place that didn t belong to me Bit gross ,60,6117, The location is good ,6,7,6.7,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']",18 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/14/2017,8.4,Park Plaza County Hall London, New Zealand , Milk in the room fridge Off Breakfast staff 3 days out of the 6 I had to ask for coffee No one checked me All other people couples were asked Perhaps a singles thing Otherwise all good Staff friendly and helpful Location brill ,45,6117, Friendly staff Location ,5,2,8.3,"[' Leisure trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 6 nights ']",20 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,7/13/2017,8.4,Park Plaza County Hall London, United Kingdom , Since we booked studio room with 2 children the hotel did not provide extra sleeping pillows and blanket for the extra bed in the room ,27,6117, Very good breakfast and nice staff for service We would love to stay here again if there any chance,20,7,8.8,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 4 nights ']",21 days,51.5014001,-0.1160092
